source_annotations,annotation_id,image_id,image_filename,full_image_path,letter,label_raw,bbox,area,base_types,TM
train_annotations,1251298,511,TM3689_P.Tebt.1.53.jpg,dataset/TM3689_P.Tebt.1.53.jpg,Pi,Π,"[1032, 1145, 76, 62]",4712,bt2,3689
train_annotations,1386127,548,TM316254_P.Tarich.11.jpg,dataset/TM316254_P.Tarich.11.jpg,Phi,Φ,"[183, 424, 16, 26]",416,bt2,316254
train_annotations,1395660,450,TM5255_P.Oxy.14.1629.jpg,dataset/TM5255_P.Oxy.14.1629.jpg,Kappa,Κ,"[503, 407, 16, 19]",304,bt2,5255
test_annotations,1415684,477,TM503_P.Dryton.41.jpg,dataset/TM503_P.Dryton.41.jpg,Mu,Μ,"[663, 610, 23, 24]",552,bt2,503
train_annotations,1312694,547,TM316244_P.Tarich.4a.jpg,dataset/TM316244_P.Tarich.4a.jpg,Epsilon,Ε,"[2241, 6399, 62, 94]",5828,bt2,316244
train_annotations,1284614,440,TM242_BGU.3.997.jpg,dataset/TM242_BGU.3.997.jpg,Sigma,Σ,"[6721, 2101, 87, 102]",8874,bt2,242
train_annotations,1312959,542,TM69805_BGU.18.2731.jpg,dataset/TM69805_BGU.18.2731.jpg,Alpha,Α,"[1245, 2563, 86, 95]",8170,bt2,69805
train_annotations,1387718,454,TM58204_P.Dime.3.2_GreekOnly.jpg,dataset/TM58204_P.Dime.3.2_GreekOnly.jpg,Eta,Η,"[5382, 1486, 98, 129]",12642,bt2,58204
train_annotations,1259506,506,TM3593_P.Tor.Choach.4.jpg,dataset/TM3593_P.Tor.Choach.4.jpg,Alpha,Α,"[2084, 2734, 64, 58]",3712,bt2,3593
train_annotations,1305993,554,TM3098_P.Dion.15_R.jpg,dataset/TM3098_P.Dion.15_R.jpg,Theta,Θ,"[661, 1359, 32, 36]",1152,bt2,3098
train_annotations,1416475,538,TM18592_BGU.4.1146.jpg,dataset/TM18592_BGU.4.1146.jpg,Nu,Ν,"[954, 1136, 82, 90]",7380,bt2,18592
train_annotations,1340469,516,TM4907_BGU.8.1828.jpg,dataset/TM4907_BGU.8.1828.jpg,Chi,Χ,"[2495, 5070, 135, 145]",19575,bt2,4907
train_annotations,1301436,435,TM1527_P.Lond.7.1964_R.jpg,dataset/TM1527_P.Lond.7.1964_R.jpg,Nu,Ν,"[599, 925, 27, 38]",1026,bt2,1527
train_annotations,1305323,553,TM3097_P.Dion.14_R.jpg,dataset/TM3097_P.Dion.14_R.jpg,Lambda,Λ,"[1604, 1936, 29, 44]",1276,bt2,3097
test_annotations,1144134,442,TM56_BGU.3.994.jpg,dataset/TM56_BGU.3.994.jpg,Sigma,Σ,"[2096, 582, 74, 90]",6660,bt2,56
train_annotations,1416729,538,TM18592_BGU.4.1146.jpg,dataset/TM18592_BGU.4.1146.jpg,Omicron,Ο,"[3367, 1879, 69, 84]",5796,bt2,18592
train_annotations,1143729,459,TM749316_GRBS.55.649.jpg,dataset/TM749316_GRBS.55.649.jpg,Rho,Ρ,"[1769, 1565, 78, 125]",9750,bt2,749316
train_annotations,1385990,548,TM316254_P.Tarich.11.jpg,dataset/TM316254_P.Tarich.11.jpg,Mu,Μ,"[169, 222, 17, 15]",255,bt2,316254
train_annotations,1290620,412,TM255_P.Dryton.17_frag.London.jpg,dataset/TM255_P.Dryton.17_frag.London.jpg,Chi,Χ,"[413, 677, 24, 31]",744,bt2,255
train_annotations,1313330,511,TM3689_P.Tebt.1.53.jpg,dataset/TM3689_P.Tebt.1.53.jpg,Sigma,Σ,"[1796, 2163, 36, 64]",2304,bt2,3689
test_annotations,1391929,489,TM1579_P.Lond.7.2017.jpg,dataset/TM1579_P.Lond.7.2017.jpg,Chi,Χ,"[436, 581, 13, 14]",182,bt2,1579
test_annotations,1276250,509,TM3682_P.Tebt.1.46.jpg,dataset/TM3682_P.Tebt.1.46.jpg,Eta,Η,"[1305, 1307, 45, 62]",2790,bt2,3682
train_annotations,1406981,526,TM5838_P.Eleph.3.jpg,dataset/TM5838_P.Eleph.3.jpg,Phi,Φ,"[784, 2544, 75, 140]",10500,bt2,5838
train_annotations,1364144,529,TM7883_P.Sijp.45.jpg,dataset/TM7883_P.Sijp.45.jpg,Kappa,Κ,"[3231, 4188, 90, 119]",10710,bt2,7883
train_annotations,1313787,446,TM3740_P.Tebt.1.104.jpg,dataset/TM3740_P.Tebt.1.104.jpg,Lambda,Λ,"[1212, 1504, 40, 57]",2280,bt2,3740
train_annotations,1253451,530,TM8337_P.Mich.3.173.jpg,dataset/TM8337_P.Mich.3.173.jpg,Omicron,Ο,"[2051, 1461, 62, 77]",4774,bt2,8337
train_annotations,1388793,541,TM44722_P.Diosk.6.jpg,dataset/TM44722_P.Diosk.6.jpg,Mu,Μ,"[1105, 2522, 42, 42]",1764,bt2,44722
train_annotations,1322128,505,TM3563_P.Tor.Choach.12.01.jpg,dataset/TM3563_P.Tor.Choach.12.01.jpg,Nu,Ν,"[1691, 2776, 69, 74]",5106,bt2,3563
train_annotations,1297283,553,TM3097_P.Dion.14_R.jpg,dataset/TM3097_P.Dion.14_R.jpg,Phi,Φ,"[1803, 1630, 39, 111]",4329,bt2,3097
train_annotations,1364593,452,TM9228_BGU.2.543.jpg,dataset/TM9228_BGU.2.543.jpg,Delta,Δ,"[2272, 3600, 75, 101]",7575,bt2,9228
train_annotations,1380908,500,TM3409_UPZ.1.18.jpg,dataset/TM3409_UPZ.1.18.jpg,Epsilon,Ε,"[374, 476, 13, 22]",286,bt2,3409
train_annotations,1388216,541,TM44722_P.Diosk.6.jpg,dataset/TM44722_P.Diosk.6.jpg,Eta,Η,"[2038, 1682, 48, 51]",2448,bt2,44722
train_annotations,1154044,468,TM243_BGU.3.998.jpg,dataset/TM243_BGU.3.998.jpg,Theta,Θ,"[6086, 535, 62, 76]",4712,bt2,243
train_annotations,1410014,555,TM3099_P.Dion.16_R.jpg,dataset/TM3099_P.Dion.16_R.jpg,Tau,Τ,"[982, 2988, 38, 46]",1748,bt2,3099
test_annotations,1382369,501,TM3415_UPZ.1.24.jpg,dataset/TM3415_UPZ.1.24.jpg,Kappa,Κ,"[473, 1287, 15, 33]",495,bt2,3415
train_annotations,1396270,524,TM5836_P.Eleph.1.jpg,dataset/TM5836_P.Eleph.1.jpg,Sigma,Σ,"[515, 1212, 49, 86]",4214,bt2,5836
train_annotations,1352531,694,TM4820_BGU.8.1738.P.Bingen.53_frag.A.jpg,dataset/TM4820_BGU.8.1738.P.Bingen.53_frag.A.jpg,Phi,Φ,"[2337, 1020, 93, 164]",15252,bt2,4820
train_annotations,1387422,454,TM58204_P.Dime.3.2_GreekOnly.jpg,dataset/TM58204_P.Dime.3.2_GreekOnly.jpg,Beta,Β,"[10354, 372, 88, 137]",12056,bt2,58204
test_annotations,1144288,448,TM127_BGU.3.999.jpg,dataset/TM127_BGU.3.999.jpg,Iota,Ι,"[1606, 947, 34, 108]",3672,bt2,127
train_annotations,1259354,506,TM3593_P.Tor.Choach.4.jpg,dataset/TM3593_P.Tor.Choach.4.jpg,Beta,Β,"[1097, 2166, 78, 117]",9126,bt2,3593
train_annotations,1295066,466,TM144_BGU.3.992.jpg,dataset/TM144_BGU.3.992.jpg,Kappa,Κ,"[9778, 1081, 96, 98]",9408,bt2,144
test_annotations,1281294,556,TM3283_P.Enteux.6.jpg,dataset/TM3283_P.Enteux.6.jpg,Sigma,Σ,"[834, 810, 60, 51]",3060,bt2,3283
train_annotations,1250408,507,TM3680_P.Tebt.1.44.jpg,dataset/TM3680_P.Tebt.1.44.jpg,Upsilon,Υ,"[1463, 928, 60, 52]",3120,bt2,3680
train_annotations,1395140,424,TM18503_BGU.4.1058.jpg,dataset/TM18503_BGU.4.1058.jpg,Nu,Ν,"[2488, 5276, 102, 120]",12240,bt2,18503
train_annotations,1329109,579,TM316241_P.Tarich.1.jpg,dataset/TM316241_P.Tarich.1.jpg,Beta,Β,"[2574.448588358313, 2274.2620419451487, 58.01010805158592, 90.01037105323807]",1305,bt2,316241
train_annotations,1370176,709,TM253_P.Dryton.33_frag.London.jpg,dataset/TM253_P.Dryton.33_frag.London.jpg,Mu,Μ,"[454, 337, 19, 17]",323,bt2,253
train_annotations,1146235,416,TM3676_P.Tebt.1.40.jpg,dataset/TM3676_P.Tebt.1.40.jpg,Tau,Τ,"[797, 671, 62, 52]",3224,bt2,3676
test_annotations,1359879,489,TM1579_P.Lond.7.2017.jpg,dataset/TM1579_P.Lond.7.2017.jpg,Omicron,Ο,"[408, 162, 11, 12]",132,bt2,1579
train_annotations,1294713,441,TM128_BGU.3.1000.jpg,dataset/TM128_BGU.3.1000.jpg,Sigma,Σ,"[8877, 1445, 85, 36]",3060,bt2,128
train_annotations,1360112,491,TM2089_PSI.4.406.jpg,dataset/TM2089_PSI.4.406.jpg,Sigma,Σ,"[58, 305, 11, 13]",143,bt2,2089
train_annotations,1144412,441,TM128_BGU.3.1000.jpg,dataset/TM128_BGU.3.1000.jpg,Rho,Ρ,"[4888, 552, 83, 163]",13529,bt2,128
train_annotations,1297920,558,TM3289_P.Enteux.12.jpg,dataset/TM3289_P.Enteux.12.jpg,Chi,Χ,"[3261, 793, 55, 48]",2640,bt2,3289
train_annotations,1395379,424,TM18503_BGU.4.1058.jpg,dataset/TM18503_BGU.4.1058.jpg,Gamma,Γ,"[1012, 6670, 89, 93]",8277,bt2,18503
train_annotations,1279519,441,TM128_BGU.3.1000.jpg,dataset/TM128_BGU.3.1000.jpg,Kappa,Κ,"[7548, 1791, 98, 146]",14308,bt2,128
train_annotations,1382914,446,TM3740_P.Tebt.1.104.jpg,dataset/TM3740_P.Tebt.1.104.jpg,Omicron,Ο,"[651, 2327, 37, 44]",1628,bt2,3740
train_annotations,1301097,434,TM1526_P.Lond.7.1963.jpg,dataset/TM1526_P.Lond.7.1963.jpg,Mu,Μ,"[357, 743, 28, 26]",728,bt2,1526
test_annotations,1389914,422,TM18497_BGU.4.1053.jpg,dataset/TM18497_BGU.4.1053.jpg,Epsilon,Ε,"[1018, 3079, 35, 54]",1890,bt2,18497
train_annotations,1290951,449,TM5579_PSI.10.1098.jpg,dataset/TM5579_PSI.10.1098.jpg,Xi,Ξ,"[2312, 641, 40, 51]",2040,bt2,5579
train_annotations,1308996,515,TM4900_BGU.8.1821.jpg,dataset/TM4900_BGU.8.1821.jpg,Kappa,Κ,"[2613, 4225, 77, 156]",12012,bt2,4900
train_annotations,1305457,553,TM3097_P.Dion.14_R.jpg,dataset/TM3097_P.Dion.14_R.jpg,Omicron,Ο,"[994, 2204, 29, 36]",1044,bt2,3097
train_annotations,1252400,522,TM5553_BGU.3.1012.jpg,dataset/TM5553_BGU.3.1012.jpg,Tau,Τ,"[1032, 2228, 150, 126]",18900,bt2,5553
train_annotations,1311934,517,TM4927_BGU.8.1848.jpg,dataset/TM4927_BGU.8.1848.jpg,Delta,Δ,"[1913, 4850, 89, 98]",8722,bt2,4927
test_annotations,1288240,442,TM56_BGU.3.994.jpg,dataset/TM56_BGU.3.994.jpg,Mu,Μ,"[4615, 868, 128, 103]",13184,bt2,56
train_annotations,1290605,470,TM253_P.Dryton.33_frag.Heid.jpg,dataset/TM253_P.Dryton.33_frag.Heid.jpg,Sigma,Σ,"[1226, 1197, 21, 34]",714,bt2,253
train_annotations,1384751,474,TM283_P.Dryton.40.jpg,dataset/TM283_P.Dryton.40.jpg,Eta,Η,"[917, 393, 17, 17]",289,bt2,283
train_annotations,1424079,423,TM18499_BGU.4.1055.jpg,dataset/TM18499_BGU.4.1055.jpg,Omega,Ω,"[1126, 2859, 62, 40]",2480,bt2,18499
train_annotations,1416786,538,TM18592_BGU.4.1146.jpg,dataset/TM18592_BGU.4.1146.jpg,Upsilon,Υ,"[1266, 2211, 57, 90]",5130,bt2,18592
train_annotations,1324276,426,TM44617_P.Polit.Iud.1.jpg,dataset/TM44617_P.Polit.Iud.1.jpg,Phi,Φ,"[417, 1088, 38, 82]",3116,bt2,44617
train_annotations,1251291,511,TM3689_P.Tebt.1.53.jpg,dataset/TM3689_P.Tebt.1.53.jpg,Omicron,Ο,"[1708, 971, 38, 50]",1900,bt2,3689
train_annotations,1252388,522,TM5553_BGU.3.1012.jpg,dataset/TM5553_BGU.3.1012.jpg,Lambda,Λ,"[2129, 2079, 85, 98]",8330,bt2,5553
train_annotations,184225,715,TM665_P.Cair.Zen.1.59003.jpg,dataset/TM665_P.Cair.Zen.1.59003.jpg,Sigma,Σ,"[2157, 2717, 54, 57]",3078,bt2,665
train_annotations,1302106,487,TM1568_P.Lond.7.2006_R.jpg,dataset/TM1568_P.Lond.7.2006_R.jpg,Pi,Π,"[402, 412, 28, 22]",616,bt2,1568
train_annotations,184058,715,TM665_P.Cair.Zen.1.59003.jpg,dataset/TM665_P.Cair.Zen.1.59003.jpg,Alpha,Α,"[1658, 485, 42, 54]",2268,bt2,665
train_annotations,1388253,541,TM44722_P.Diosk.6.jpg,dataset/TM44722_P.Diosk.6.jpg,Epsilon,Ε,"[1806, 1765, 44, 43]",1892,bt2,44722
train_annotations,1424448,540,TM44603_P.Eleph.27a.jpg,dataset/TM44603_P.Eleph.27a.jpg,Kappa,Κ,"[2718, 5042, 81, 105]",8505,bt2,44603
train_annotations,1323554,537,TM18570_BGU.4.1127.jpg,dataset/TM18570_BGU.4.1127.jpg,Sigma,Σ,"[1079, 1599, 29, 46]",1334,bt2,18570
train_annotations,1354609,431,TM1509_P.Lond.7.1944_R.jpg,dataset/TM1509_P.Lond.7.1944_R.jpg,Iota,Ι,"[849, 254, 9, 21]",189,bt2,1509
test_annotations,1254724,442,TM56_BGU.3.994.jpg,dataset/TM56_BGU.3.994.jpg,Theta,Θ,"[1813, 722, 95, 102]",9690,bt2,56
train_annotations,1387514,454,TM58204_P.Dime.3.2_GreekOnly.jpg,dataset/TM58204_P.Dime.3.2_GreekOnly.jpg,Chi,Χ,"[7204, 442, 101, 118]",11918,bt2,58204
train_annotations,1253244,529,TM7883_P.Sijp.45.jpg,dataset/TM7883_P.Sijp.45.jpg,Gamma,Γ,"[2010, 356, 77, 98]",7546,bt2,7883
train_annotations,1379335,503,TM3433_UPZ.1.42.jpg,dataset/TM3433_UPZ.1.42.jpg,Iota,Ι,"[1418, 716, 8, 21]",168,bt2,3433
train_annotations,1320879,424,TM18503_BGU.4.1058.jpg,dataset/TM18503_BGU.4.1058.jpg,Upsilon,Υ,"[1105, 869, 114, 104]",11856,bt2,18503
test_annotations,1382169,501,TM3415_UPZ.1.24.jpg,dataset/TM3415_UPZ.1.24.jpg,Pi,Π,"[529, 1075, 28, 23]",644,bt2,3415
test_annotations,1355621,453,TM13542_P.Tebt.2.386_GreekOnly.jpg,dataset/TM13542_P.Tebt.2.386_GreekOnly.jpg,Nu,Ν,"[1502, 837, 60, 53]",3180,bt2,13542
train_annotations,1379097,503,TM3433_UPZ.1.42.jpg,dataset/TM3433_UPZ.1.42.jpg,Omega,Ω,"[1398, 447, 20, 23]",460,bt2,3433
test_annotations,1283790,532,TM8808_SB.24.16285.gif,dataset/TM8808_SB.24.16285.gif,Lambda,Λ,"[166, 1693, 29, 37]",1073,bt2,8808
train_annotations,1393007,499,TM3403_UPZ.1.12.jpg,dataset/TM3403_UPZ.1.12.jpg,Beta,Β,"[325, 662, 12, 19]",228,bt2,3403
train_annotations,1416804,538,TM18592_BGU.4.1146.jpg,dataset/TM18592_BGU.4.1146.jpg,Rho,Ρ,"[2317, 2206, 47, 107]",5029,bt2,18592
test_annotations,1381957,501,TM3415_UPZ.1.24.jpg,dataset/TM3415_UPZ.1.24.jpg,Psi,Ψ,"[290, 861, 16, 39]",624,bt2,3415
train_annotations,1410911,505,TM3563_P.Tor.Choach.12.01.jpg,dataset/TM3563_P.Tor.Choach.12.01.jpg,Mu,Μ,"[282, 3781, 76, 83]",6308,bt2,3563
train_annotations,1297420,554,TM3098_P.Dion.15_R.jpg,dataset/TM3098_P.Dion.15_R.jpg,Nu,Ν,"[1481, 1296, 50, 43]",2150,bt2,3098
train_annotations,1322802,525,TM5837_P.Eleph.2.jpg,dataset/TM5837_P.Eleph.2.jpg,Kappa,Κ,"[237, 1072, 77, 127]",9779,bt2,5837
train_annotations,1300872,483,TM1011_P.Cair.Zen.3.59368.jpg,dataset/TM1011_P.Cair.Zen.3.59368.jpg,Theta,Θ,"[798, 1344, 55, 97]",5335,bt2,1011
train_annotations,1308395,522,TM5553_BGU.3.1012.jpg,dataset/TM5553_BGU.3.1012.jpg,Omega,Ω,"[1405, 3675, 133, 84]",11172,bt2,5553
train_annotations,1414961,524,TM5836_P.Eleph.1.jpg,dataset/TM5836_P.Eleph.1.jpg,Sigma,Σ,"[3326, 4042, 45, 79]",3555,bt2,5836
train_annotations,1405098,525,TM5837_P.Eleph.2.jpg,dataset/TM5837_P.Eleph.2.jpg,Iota,Ι,"[770, 4035, 34, 70]",2380,bt2,5837
train_annotations,1360051,491,TM2089_PSI.4.406.jpg,dataset/TM2089_PSI.4.406.jpg,Delta,Δ,"[81, 200, 13, 11]",143,bt2,2089
train_annotations,1343777,495,TM2801_SB.24.16162_GreekOnly.jpg,dataset/TM2801_SB.24.16162_GreekOnly.jpg,Gamma,Γ,"[4235, 652, 54, 94]",5076,bt2,2801
train_annotations,1294978,466,TM144_BGU.3.992.jpg,dataset/TM144_BGU.3.992.jpg,Sigma,Σ,"[9113, 768, 68, 60]",4080,bt2,144
train_annotations,1409764,473,TM262_P.Grenf.1.38.jpg,dataset/TM262_P.Grenf.1.38.jpg,Pi,Π,"[405, 852, 38, 22]",836,bt2,262
train_annotations,1319882,535,TM17894_P.Wash.Univ.2.77_frag.Vienna.jpg,dataset/TM17894_P.Wash.Univ.2.77_frag.Vienna.jpg,Phi,Φ,"[3315, 2614, 154, 449]",69146,bt2,17894
train_annotations,1424508,540,TM44603_P.Eleph.27a.jpg,dataset/TM44603_P.Eleph.27a.jpg,Epsilon,Ε,"[1933, 5657, 91, 104]",9464,bt2,44603
test_annotations,1288339,442,TM56_BGU.3.994.jpg,dataset/TM56_BGU.3.994.jpg,Theta,Θ,"[2334, 1172, 90, 86]",7740,bt2,56
train_annotations,1382896,446,TM3740_P.Tebt.1.104.jpg,dataset/TM3740_P.Tebt.1.104.jpg,Kappa,Κ,"[2192, 2206, 46, 42]",1932,bt2,3740
train_annotations,1385191,553,TM3097_P.Dion.14_R.jpg,dataset/TM3097_P.Dion.14_R.jpg,Xi,Ξ,"[2125, 787, 29, 59]",1711,bt2,3097
train_annotations,1393934,504,TM3444_UPZ.1.53.jpg,dataset/TM3444_UPZ.1.53.jpg,Phi,Φ,"[392, 868, 18, 30]",540,bt2,3444
train_annotations,1360250,491,TM2089_PSI.4.406.jpg,dataset/TM2089_PSI.4.406.jpg,Gamma,Γ,"[220, 459, 10, 18]",180,bt2,2089
train_annotations,1291345,456,TM78025_P.Bingen.45.jpg,dataset/TM78025_P.Bingen.45.jpg,Gamma,Γ,"[3718, 2545, 75, 89]",6675,bt2,78025
train_annotations,1319150,421,TM11315_P.Grenf.1.45.jpg,dataset/TM11315_P.Grenf.1.45.jpg,Epsilon,Ε,"[349, 721, 32, 40]",1280,bt2,11315
train_annotations,1308589,523,TM5699_SB.5.7609.jpg,dataset/TM5699_SB.5.7609.jpg,Sigma,Σ,"[1287, 5265, 54, 111]",5994,bt2,5699
train_annotations,1316442,530,TM8337_P.Mich.3.173.jpg,dataset/TM8337_P.Mich.3.173.jpg,Gamma,Γ,"[2218, 5810, 109, 96]",10464,bt2,8337
train_annotations,1394612,424,TM18503_BGU.4.1058.jpg,dataset/TM18503_BGU.4.1058.jpg,Delta,Δ,"[721, 2223, 87, 111]",9657,bt2,18503
train_annotations,1330656,551,TM3093_P.Dion.10.jpg,dataset/TM3093_P.Dion.10.jpg,Theta,Θ,"[1445, 2624, 60, 59]",3540,bt2,3093
train_annotations,1380653,500,TM3409_UPZ.1.18.jpg,dataset/TM3409_UPZ.1.18.jpg,Epsilon,Ε,"[349, 125, 13, 17]",221,bt2,3409
train_annotations,1378815,503,TM3433_UPZ.1.42.jpg,dataset/TM3433_UPZ.1.42.jpg,Iota,Ι,"[1083, 181, 7, 20]",140,bt2,3433
test_annotations,1293095,442,TM56_BGU.3.994.jpg,dataset/TM56_BGU.3.994.jpg,Upsilon,Υ,"[10199, 1914, 103, 90]",9270,bt2,56
train_annotations,1252734,524,TM5836_P.Eleph.1.jpg,dataset/TM5836_P.Eleph.1.jpg,Nu,Ν,"[929, 450, 75, 79]",5925,bt2,5836
test_annotations,1301831,486,TM1539_P.Lond.7.1976.jpg,dataset/TM1539_P.Lond.7.1976.jpg,Iota,Ι,"[539, 1030, 20, 36]",720,bt2,1539
train_annotations,1277168,510,TM3686_P.Tebt.1.50.jpg,dataset/TM3686_P.Tebt.1.50.jpg,Beta,Β,"[1171, 1405, 26, 51]",1326,bt2,3686
train_annotations,1388116,541,TM44722_P.Diosk.6.jpg,dataset/TM44722_P.Diosk.6.jpg,Delta,Δ,"[1726, 1564, 53, 53]",2809,bt2,44722
train_annotations,1329748,472,TM257_P.Dryton.19_R.jpg,dataset/TM257_P.Dryton.19_R.jpg,Alpha,Α,"[282, 882, 23, 19]",437,bt2,257
train_annotations,1331628,553,TM3097_P.Dion.14_R.jpg,dataset/TM3097_P.Dion.14_R.jpg,Pi,Π,"[1506, 3419, 52, 30]",1560,bt2,3097
